,embryoname,embryoidx,phase,phaseidx,imagename-fullpath,fname,trainvaltest,timepoint
2405,FA662-6,225,tSB,12,./data/embryo/embryo_dataset/FA662-6/F0/D2016.07.15_S0449_I647_WELL6_RUN410.jpeg,FA662-6/F0/D2016.07.15_S0449_I647_WELL6_RUN410.jpeg,train,12
2406,DS947-2,226,tPB2,0,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN13.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN13.jpeg,test,0
2407,DS947-2,226,tPNa,1,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN29.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN29.jpeg,test,1
2408,DS947-2,226,tPNf,2,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN89.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN89.jpeg,test,2
2409,DS947-2,226,t2,3,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN121.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN121.jpeg,test,3
2410,DS947-2,226,t4,5,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN175.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN175.jpeg,test,5
2411,DS947-2,226,t6,7,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN228.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN228.jpeg,test,7
2412,DS947-2,226,t7,8,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN234.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN234.jpeg,test,8
2413,DS947-2,226,t8,9,./data/embryo/embryo_dataset/DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN236.jpeg,DS947-2/F0/D2013.10.08_S0922_I132_WELL2_RUN236.jpeg,test,9
2414,FC048-6,227,tPB2,0,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN7.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN7.jpeg,val,0
2415,FC048-6,227,tPNa,1,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN22.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN22.jpeg,val,1
2416,FC048-6,227,tPNf,2,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN108.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN108.jpeg,val,2
2417,FC048-6,227,t2,3,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN120.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN120.jpeg,val,3
2418,FC048-6,227,t4,5,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN174.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN174.jpeg,val,5
2419,FC048-6,227,t6,7,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN233.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN233.jpeg,val,7
2420,FC048-6,227,t7,8,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN237.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN237.jpeg,val,8
2421,FC048-6,227,t8,9,./data/embryo/embryo_dataset/FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN249.jpeg,FC048-6/F0/D2015.01.26_S1298_I132_WELL6_RUN249.jpeg,val,9
2422,FC1164-11,228,tPB2,0,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN10.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN10.jpeg,test,0
2423,FC1164-11,228,tPNa,1,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN26.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN26.jpeg,test,1
2424,FC1164-11,228,tPNf,2,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN95.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN95.jpeg,test,2
2425,FC1164-11,228,t2,3,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN104.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN104.jpeg,test,3
2426,FC1164-11,228,t3,4,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN148.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN148.jpeg,test,4
2427,FC1164-11,228,t4,5,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN150.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN150.jpeg,test,5
2428,FC1164-11,228,t5,6,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN195.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN195.jpeg,test,6
2429,FC1164-11,228,t6,7,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN197.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN197.jpeg,test,7
2430,FC1164-11,228,t7,8,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN199.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN199.jpeg,test,8
2431,FC1164-11,228,t8,9,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN281.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN281.jpeg,test,9
2432,FC1164-11,228,t9+,10,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN287.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN287.jpeg,test,10
2433,FC1164-11,228,tM,11,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN361.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN361.jpeg,test,11
2434,FC1164-11,228,tSB,12,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN381.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN381.jpeg,test,12
2435,FC1164-11,228,tB,13,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN425.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN425.jpeg,test,13
2436,FC1164-11,228,tEB,14,./data/embryo/embryo_dataset/FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN427.jpeg,FC1164-11/D2013.11.29_S0970_I132_WELL11_RUN427.jpeg,test,14
2437,FD156-4,229,tPB2,0,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN10.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN10.jpeg,train,0
2438,FD156-4,229,tPNa,1,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN24.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN24.jpeg,train,1
2439,FD156-4,229,tPNf,2,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN76.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN76.jpeg,train,2
2440,FD156-4,229,t2,3,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN88.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN88.jpeg,train,3
2441,FD156-4,229,t4,5,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN132.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN132.jpeg,train,5
2442,FD156-4,229,t5,6,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN184.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN184.jpeg,train,6
2443,FD156-4,229,t6,7,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN186.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN186.jpeg,train,7
2444,FD156-4,229,t7,8,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN188.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN188.jpeg,train,8
2445,FD156-4,229,t8,9,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN192.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN192.jpeg,train,9
2446,FD156-4,229,t9+,10,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN261.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN261.jpeg,train,10
2447,FD156-4,229,tM,11,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN344.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN344.jpeg,train,11
2448,FD156-4,229,tSB,12,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN386.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN386.jpeg,train,12
2449,FD156-4,229,tB,13,./data/embryo/embryo_dataset/FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN396.jpeg,FD156-4/F0/D2015.02.20_S1321_I132_WELL4_RUN396.jpeg,train,13
2450,FE14-020,230,t5,6,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN1.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN1.jpeg,train,0
2451,FE14-020,230,t7,8,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN4.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN4.jpeg,train,2
2452,FE14-020,230,t9+,10,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN14.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN14.jpeg,train,4
2453,FE14-020,230,tM,11,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN119.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN119.jpeg,train,5
2454,FE14-020,230,tSB,12,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN153.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN153.jpeg,train,6
2455,FE14-020,230,tB,13,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN223.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN223.jpeg,train,7
2456,FE14-020,230,tEB,14,./data/embryo/embryo_dataset/FE14-020/D2014.12.15_S1279_I132_WELL1_RUN329.jpeg,FE14-020/D2014.12.15_S1279_I132_WELL1_RUN329.jpeg,train,8
2457,FF717-4,231,tPB2,0,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN11.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN11.jpeg,train,0
2458,FF717-4,231,tPNa,1,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN29.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN29.jpeg,train,1
2459,FF717-4,231,tPNf,2,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN94.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN94.jpeg,train,2
2460,FF717-4,231,t2,3,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN103.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN103.jpeg,train,3
2461,FF717-4,231,t3,4,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN115.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN115.jpeg,train,4
2462,FF717-4,231,t4,5,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN161.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN161.jpeg,train,5
2463,FF717-4,231,t5,6,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN165.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN165.jpeg,train,6
2464,FF717-4,231,t6,7,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN171.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN171.jpeg,train,7
2465,FF717-4,231,t7,8,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN233.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN233.jpeg,train,8
2466,FF717-4,231,t9+,10,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN259.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN259.jpeg,train,10
2467,FF717-4,231,tM,11,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN388.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN388.jpeg,train,11
2468,FF717-4,231,tSB,12,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN407.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN407.jpeg,train,12
2469,FF717-4,231,tB,13,./data/embryo/embryo_dataset/FF717-4/D2013.07.01_S0868_I132_WELL4_RUN445.jpeg,FF717-4/D2013.07.01_S0868_I132_WELL4_RUN445.jpeg,train,13
2470,FH658-4,232,tPB2,0,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN7.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN7.jpeg,test,0
2471,FH658-4,232,tPNa,1,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN29.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN29.jpeg,test,1
2472,FH658-4,232,tPNf,2,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN100.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN100.jpeg,test,2
2473,FH658-4,232,t2,3,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN108.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN108.jpeg,test,3
2474,FH658-4,232,t3,4,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN154.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN154.jpeg,test,4
2475,FH658-4,232,t4,5,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN156.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN156.jpeg,test,5
2476,FH658-4,232,t5,6,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN198.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN198.jpeg,test,6
2477,FH658-4,232,t6,7,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN226.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN226.jpeg,test,7
2478,FH658-4,232,t7,8,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN254.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN254.jpeg,test,8
2479,FH658-4,232,t8,9,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN278.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN278.jpeg,test,9
2480,FH658-4,232,t9+,10,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN294.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN294.jpeg,test,10
2481,FH658-4,232,tM,11,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN410.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN410.jpeg,test,11
2482,FH658-4,232,tSB,12,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN438.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN438.jpeg,test,12
2483,FH658-4,232,tB,13,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN488.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN488.jpeg,test,13
2484,FH658-4,232,tEB,14,./data/embryo/embryo_dataset/FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN540.jpeg,FH658-4/F0/D2014.09.02_S1172_I132_WELL4_RUN540.jpeg,test,14
2485,FM1017-5,233,tPNa,1,./data/embryo/embryo_dataset/FM1017-5/D2016.11.25_S1782_I132_WELL5_RUN28.jpeg,FM1017-5/D2016.11.25_S1782_I132_WELL5_RUN28.jpeg,train,0
2486,FM162-6,234,tPNa,1,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN20.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN20.jpeg,val,0
2487,FM162-6,234,tPNf,2,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN80.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN80.jpeg,val,1
2488,FM162-6,234,t2,3,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN108.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN108.jpeg,val,2
2489,FM162-6,234,t3,4,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN164.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN164.jpeg,val,3
2490,FM162-6,234,t4,5,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN166.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN166.jpeg,val,4
2491,FM162-6,234,t5,6,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN226.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN226.jpeg,val,5
2492,FM162-6,234,t7,8,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN228.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN228.jpeg,val,7
2493,FM162-6,234,t8,9,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN234.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN234.jpeg,val,8
2494,FM162-6,234,t9+,10,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN238.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN238.jpeg,val,9
2495,FM162-6,234,tM,11,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN446.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN446.jpeg,val,10
2496,FM162-6,234,tSB,12,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN468.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN468.jpeg,val,11
2497,FM162-6,234,tB,13,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN495.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN495.jpeg,val,12
2498,FM162-6,234,tEB,14,./data/embryo/embryo_dataset/FM162-6/D2013.02.14_S0737_I132_WELL6_RUN501.jpeg,FM162-6/D2013.02.14_S0737_I132_WELL6_RUN501.jpeg,val,13
2499,FM864-7,235,tPB2,0,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN9.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN9.jpeg,val,0
2500,FM864-7,235,tPNa,1,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN27.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN27.jpeg,val,1
2501,FM864-7,235,t2,3,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN116.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN116.jpeg,val,3
2502,FM864-7,235,t3,4,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN162.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN162.jpeg,val,4
2503,FM864-7,235,t4,5,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN168.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN168.jpeg,val,5
2504,FM864-7,235,t7,8,./data/embryo/embryo_dataset/FM864-7/D2013.09.18_S0906_I132_WELL7_RUN264.jpeg,FM864-7/D2013.09.18_S0906_I132_WELL7_RUN264.jpeg,val,8
2505,FN852-1,236,tPB2,0,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN14.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN14.jpeg,test,0
2506,FN852-1,236,tPNa,1,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN28.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN28.jpeg,test,1
2507,FN852-1,236,tPNf,2,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN102.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN102.jpeg,test,2
2508,FN852-1,236,t2,3,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN112.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN112.jpeg,test,3
2509,FN852-1,236,t3,4,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN158.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN158.jpeg,test,4
2510,FN852-1,236,t4,5,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN162.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN162.jpeg,test,5
2511,FN852-1,236,t5,6,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN209.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN209.jpeg,test,6
2512,FN852-1,236,t6,7,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN215.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN215.jpeg,test,7
2513,FN852-1,236,t7,8,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN227.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN227.jpeg,test,8
2514,FN852-1,236,t8,9,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN286.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN286.jpeg,test,9
2515,FN852-1,236,t9+,10,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN302.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN302.jpeg,test,10
2516,FN852-1,236,tM,11,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN396.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN396.jpeg,test,11
2517,FN852-1,236,tSB,12,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN420.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN420.jpeg,test,12
2518,FN852-1,236,tB,13,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN428.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN428.jpeg,test,13
2519,FN852-1,236,tEB,14,./data/embryo/embryo_dataset/FN852-1/D2015.10.08_S0221_I647_WELL1_RUN430.jpeg,FN852-1/D2015.10.08_S0221_I647_WELL1_RUN430.jpeg,test,14
2520,FS987-5,237,tPNf,2,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN12.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN12.jpeg,train,0
2521,FS987-5,237,t2,3,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN21.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN21.jpeg,train,1
2522,FS987-5,237,t4,5,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN54.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN54.jpeg,train,3
2523,FS987-5,237,t5,6,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN97.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN97.jpeg,train,4
2524,FS987-5,237,t6,7,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN101.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN101.jpeg,train,5
2525,FS987-5,237,t8,9,./data/embryo/embryo_dataset/FS987-5/D2011.11.23_S0308_I132_WELL5_RUN103.jpeg,FS987-5/D2011.11.23_S0308_I132_WELL5_RUN103.jpeg,train,7
2526,FV709-11,238,tPNf,2,./data/embryo/embryo_dataset/FV709-11/D2011.09.14_S0211_I132_WELL11_RUN34.jpeg,FV709-11/D2011.09.14_S0211_I132_WELL11_RUN34.jpeg,train,0
2527,FV709-11,238,t2,3,./data/embryo/embryo_dataset/FV709-11/D2011.09.14_S0211_I132_WELL11_RUN40.jpeg,FV709-11/D2011.09.14_S0211_I132_WELL11_RUN40.jpeg,train,1
2528,FV709-11,238,t3,4,./data/embryo/embryo_dataset/FV709-11/D2011.09.14_S0211_I132_WELL11_RUN43.jpeg,FV709-11/D2011.09.14_S0211_I132_WELL11_RUN43.jpeg,train,2
2529,FV709-11,238,t5,6,./data/embryo/embryo_dataset/FV709-11/D2011.09.14_S0211_I132_WELL11_RUN70.jpeg,FV709-11/D2011.09.14_S0211_I132_WELL11_RUN70.jpeg,train,4
2530,FV709-11,238,t6,7,./data/embryo/embryo_dataset/FV709-11/D2011.09.14_S0211_I132_WELL11_RUN88.jpeg,FV709-11/D2011.09.14_S0211_I132_WELL11_RUN88.jpeg,train,5
