,Unnamed: 0,tau,alpha,t,path,id,timepoint,trainvaltest,t_star
2757,2757,2.164254,1.014508,2.59,images/SimulatedData__Reconstruction__starman__subject_s275__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s275__tp_0__age_-6.23.vtk', 275, 275, 275, 275, 275, 275, 275, 275, 275]",7.0,train,0.4319227229679997
2758,2758,2.164254,1.014508,3.85,images/SimulatedData__Reconstruction__starman__subject_s275__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s275__tp_0__age_-6.23.vtk', 275, 275, 275, 275, 275, 275, 275, 275, 275]",8.0,train,1.7102028029679999
2759,2759,2.164254,1.014508,5.11,images/SimulatedData__Reconstruction__starman__subject_s275__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s275__tp_0__age_-6.23.vtk', 275, 275, 275, 275, 275, 275, 275, 275, 275]",9.0,train,2.988482882968
2760,2760,2.406055,0.694865,-6.0,images/SimulatedData__Reconstruction__starman__subject_s276__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",0.0,train,-5.841073407575
2761,2761,2.406055,0.694865,-4.83,images/SimulatedData__Reconstruction__starman__subject_s276__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",1.0,train,-5.028081357575
2762,2762,2.406055,0.694865,-3.67,images/SimulatedData__Reconstruction__starman__subject_s276__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",2.0,train,-4.222037957575
2763,2763,2.406055,0.694865,-2.5,images/SimulatedData__Reconstruction__starman__subject_s276__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",3.0,train,-3.409045907575
2764,2764,2.406055,0.694865,-1.34,images/SimulatedData__Reconstruction__starman__subject_s276__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",4.0,train,-2.603002507575
2765,2765,2.406055,0.694865,-0.17,images/SimulatedData__Reconstruction__starman__subject_s276__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",5.0,train,-1.7900104575749998
2766,2766,2.406055,0.694865,0.99,images/SimulatedData__Reconstruction__starman__subject_s276__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",6.0,train,-0.9839670575749998
2767,2767,2.406055,0.694865,2.16,images/SimulatedData__Reconstruction__starman__subject_s276__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",7.0,train,-0.17097500757499978
2768,2768,2.406055,0.694865,3.32,images/SimulatedData__Reconstruction__starman__subject_s276__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",8.0,train,0.635068392425
2769,2769,2.406055,0.694865,4.49,images/SimulatedData__Reconstruction__starman__subject_s276__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s276__tp_0__age_-6.00.vtk', 276, 276, 276, 276, 276, 276, 276, 276, 276]",9.0,train,1.448060442425
2770,2770,2.135358,1.200115,-6.0,images/SimulatedData__Reconstruction__starman__subject_s277__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",0.0,train,-9.76336516617
2771,2771,2.135358,1.200115,-5.1,images/SimulatedData__Reconstruction__starman__subject_s277__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",1.0,train,-8.68326166617
2772,2772,2.135358,1.200115,-4.21,images/SimulatedData__Reconstruction__starman__subject_s277__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",2.0,train,-7.615159316170001
2773,2773,2.135358,1.200115,-3.32,images/SimulatedData__Reconstruction__starman__subject_s277__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",3.0,train,-6.54705696617
2774,2774,2.135358,1.200115,-2.42,images/SimulatedData__Reconstruction__starman__subject_s277__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",4.0,train,-5.4669534661700006
2775,2775,2.135358,1.200115,-1.53,images/SimulatedData__Reconstruction__starman__subject_s277__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",5.0,train,-4.39885111617
2776,2776,2.135358,1.200115,-0.64,images/SimulatedData__Reconstruction__starman__subject_s277__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",6.0,train,-3.3307487661700006
2777,2777,2.135358,1.200115,0.26,images/SimulatedData__Reconstruction__starman__subject_s277__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",7.0,train,-2.2506452661700003
2778,2778,2.135358,1.200115,1.15,images/SimulatedData__Reconstruction__starman__subject_s277__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",8.0,train,-1.1825429161700003
2779,2779,2.135358,1.200115,2.04,images/SimulatedData__Reconstruction__starman__subject_s277__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s277__tp_0__age_-6.00.vtk', 277, 277, 277, 277, 277, 277, 277, 277, 277]",9.0,train,-0.11444056617000006
2780,2780,-1.82438,0.8044359999999999,-4.43,images/SimulatedData__Reconstruction__starman__subject_s278__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",0.0,train,-2.09605453032
2781,2781,-1.82438,0.8044359999999999,-3.47,images/SimulatedData__Reconstruction__starman__subject_s278__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",1.0,train,-1.3237959703200002
2782,2782,-1.82438,0.8044359999999999,-2.51,images/SimulatedData__Reconstruction__starman__subject_s278__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",2.0,train,-0.5515374103199999
2783,2783,-1.82438,0.8044359999999999,-1.55,images/SimulatedData__Reconstruction__starman__subject_s278__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",3.0,train,0.22072114967999987
2784,2784,-1.82438,0.8044359999999999,-0.59,images/SimulatedData__Reconstruction__starman__subject_s278__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",4.0,train,0.9929797096799997
2785,2785,-1.82438,0.8044359999999999,0.37,images/SimulatedData__Reconstruction__starman__subject_s278__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",5.0,train,1.7652382696799997
2786,2786,-1.82438,0.8044359999999999,1.33,images/SimulatedData__Reconstruction__starman__subject_s278__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",6.0,train,2.53749682968
2787,2787,-1.82438,0.8044359999999999,2.29,images/SimulatedData__Reconstruction__starman__subject_s278__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",7.0,train,3.3097553896799994
2788,2788,-1.82438,0.8044359999999999,3.26,images/SimulatedData__Reconstruction__starman__subject_s278__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",8.0,train,4.090058309679999
2789,2789,-1.82438,0.8044359999999999,4.22,images/SimulatedData__Reconstruction__starman__subject_s278__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s278__tp_0__age_-4.43.vtk', 278, 278, 278, 278, 278, 278, 278, 278, 278]",9.0,train,4.862316869679999
2790,2790,-3.704572,0.893437,-4.93,images/SimulatedData__Reconstruction__starman__subject_s279__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",0.0,train,-1.0948427160359997
2791,2791,-3.704572,0.893437,-3.87,images/SimulatedData__Reconstruction__starman__subject_s279__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",1.0,train,-0.14779949603599993
2792,2792,-3.704572,0.893437,-2.81,images/SimulatedData__Reconstruction__starman__subject_s279__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",2.0,train,0.7992437239640001
2793,2793,-3.704572,0.893437,-1.75,images/SimulatedData__Reconstruction__starman__subject_s279__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",3.0,train,1.7462869439640003
2794,2794,-3.704572,0.893437,-0.7,images/SimulatedData__Reconstruction__starman__subject_s279__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",4.0,train,2.6843957939640006
2795,2795,-3.704572,0.893437,0.36,images/SimulatedData__Reconstruction__starman__subject_s279__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",5.0,train,3.631439013964
2796,2796,-3.704572,0.893437,1.42,images/SimulatedData__Reconstruction__starman__subject_s279__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",6.0,train,4.578482233964
2797,2797,-3.704572,0.893437,2.48,images/SimulatedData__Reconstruction__starman__subject_s279__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",7.0,train,5.525525453964001
2798,2798,-3.704572,0.893437,3.54,images/SimulatedData__Reconstruction__starman__subject_s279__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",8.0,train,6.472568673964
2799,2799,-3.704572,0.893437,4.6,images/SimulatedData__Reconstruction__starman__subject_s279__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s279__tp_0__age_-4.93.vtk', 279, 279, 279, 279, 279, 279, 279, 279, 279]",9.0,train,7.419611893964
2800,2800,-2.987334,1.031501,-4.87,images/SimulatedData__Reconstruction__starman__subject_s280__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",0.0,train,-1.941971861666
2801,2801,-2.987334,1.031501,-3.74,images/SimulatedData__Reconstruction__starman__subject_s280__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",1.0,train,-0.776375731666
2802,2802,-2.987334,1.031501,-2.61,images/SimulatedData__Reconstruction__starman__subject_s280__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",2.0,train,0.3892203983340003
2803,2803,-2.987334,1.031501,-1.48,images/SimulatedData__Reconstruction__starman__subject_s280__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",3.0,train,1.554816528334
2804,2804,-2.987334,1.031501,-0.35,images/SimulatedData__Reconstruction__starman__subject_s280__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",4.0,train,2.7204126583340003
2805,2805,-2.987334,1.031501,0.78,images/SimulatedData__Reconstruction__starman__subject_s280__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",5.0,train,3.8860087883339998
2806,2806,-2.987334,1.031501,1.91,images/SimulatedData__Reconstruction__starman__subject_s280__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",6.0,train,5.051604918334
2807,2807,-2.987334,1.031501,3.04,images/SimulatedData__Reconstruction__starman__subject_s280__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",7.0,train,6.217201048334
2808,2808,-2.987334,1.031501,4.17,images/SimulatedData__Reconstruction__starman__subject_s280__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",8.0,train,7.382797178334001
2809,2809,-2.987334,1.031501,5.3,images/SimulatedData__Reconstruction__starman__subject_s280__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s280__tp_0__age_-4.87.vtk', 280, 280, 280, 280, 280, 280, 280, 280, 280]",9.0,train,8.548393308334
2810,2810,-0.612967,0.968016,-1.49,images/SimulatedData__Reconstruction__starman__subject_s281__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",0.0,train,-0.8489819765279999
2811,2811,-0.612967,0.968016,-0.58,images/SimulatedData__Reconstruction__starman__subject_s281__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",1.0,train,0.03191258347200008
2812,2812,-0.612967,0.968016,0.32,images/SimulatedData__Reconstruction__starman__subject_s281__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",2.0,train,0.903126983472
2813,2813,-0.612967,0.968016,1.23,images/SimulatedData__Reconstruction__starman__subject_s281__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",3.0,train,1.784021543472
2814,2814,-0.612967,0.968016,2.14,images/SimulatedData__Reconstruction__starman__subject_s281__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",4.0,train,2.6649161034719997
2815,2815,-0.612967,0.968016,3.05,images/SimulatedData__Reconstruction__starman__subject_s281__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",5.0,train,3.545810663472
2816,2816,-0.612967,0.968016,3.96,images/SimulatedData__Reconstruction__starman__subject_s281__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",6.0,train,4.426705223472
2817,2817,-0.612967,0.968016,4.87,images/SimulatedData__Reconstruction__starman__subject_s281__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",7.0,train,5.307599783472
2818,2818,-0.612967,0.968016,5.77,images/SimulatedData__Reconstruction__starman__subject_s281__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",8.0,train,6.178814183471999
2819,2819,-0.612967,0.968016,6.68,images/SimulatedData__Reconstruction__starman__subject_s281__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s281__tp_0__age_-1.49.vtk', 281, 281, 281, 281, 281, 281, 281, 281, 281]",9.0,train,7.059708743472
2820,2820,-1.7082419999999998,0.932763,-3.93,images/SimulatedData__Reconstruction__starman__subject_s282__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",0.0,train,-2.0723736573540004
2821,2821,-1.7082419999999998,0.932763,-2.97,images/SimulatedData__Reconstruction__starman__subject_s282__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",1.0,train,-1.1769211773540003
2822,2822,-1.7082419999999998,0.932763,-2.01,images/SimulatedData__Reconstruction__starman__subject_s282__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",2.0,train,-0.281468697354
2823,2823,-1.7082419999999998,0.932763,-1.05,images/SimulatedData__Reconstruction__starman__subject_s282__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",3.0,train,0.6139837826459998
2824,2824,-1.7082419999999998,0.932763,-0.08,images/SimulatedData__Reconstruction__starman__subject_s282__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",4.0,train,1.5187638926459999
2825,2825,-1.7082419999999998,0.932763,0.88,images/SimulatedData__Reconstruction__starman__subject_s282__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",5.0,train,2.4142163726459995
2826,2826,-1.7082419999999998,0.932763,1.84,images/SimulatedData__Reconstruction__starman__subject_s282__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",6.0,train,3.3096688526460003
2827,2827,-1.7082419999999998,0.932763,2.8,images/SimulatedData__Reconstruction__starman__subject_s282__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",7.0,train,4.205121332645999
2828,2828,-1.7082419999999998,0.932763,3.76,images/SimulatedData__Reconstruction__starman__subject_s282__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",8.0,train,5.100573812646
2829,2829,-1.7082419999999998,0.932763,4.73,images/SimulatedData__Reconstruction__starman__subject_s282__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s282__tp_0__age_-3.93.vtk', 282, 282, 282, 282, 282, 282, 282, 282, 282]",9.0,train,6.005353922646001
2830,2830,2.302168,1.209398,-5.78,images/SimulatedData__Reconstruction__starman__subject_s283__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",0.0,train,-9.774557814863998
2831,2831,2.302168,1.209398,-4.87,images/SimulatedData__Reconstruction__starman__subject_s283__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",1.0,train,-8.674005634864
2832,2832,2.302168,1.209398,-3.97,images/SimulatedData__Reconstruction__starman__subject_s283__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",2.0,train,-7.585547434864001
2833,2833,2.302168,1.209398,-3.06,images/SimulatedData__Reconstruction__starman__subject_s283__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",3.0,train,-6.484995254864001
2834,2834,2.302168,1.209398,-2.16,images/SimulatedData__Reconstruction__starman__subject_s283__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",4.0,train,-5.396537054864
2835,2835,2.302168,1.209398,-1.25,images/SimulatedData__Reconstruction__starman__subject_s283__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",5.0,train,-4.295984874864
2836,2836,2.302168,1.209398,-0.35,images/SimulatedData__Reconstruction__starman__subject_s283__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",6.0,train,-3.207526674864
2837,2837,2.302168,1.209398,0.56,images/SimulatedData__Reconstruction__starman__subject_s283__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",7.0,train,-2.1069744948639997
2838,2838,2.302168,1.209398,1.47,images/SimulatedData__Reconstruction__starman__subject_s283__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",8.0,train,-1.006422314864
2839,2839,2.302168,1.209398,2.37,images/SimulatedData__Reconstruction__starman__subject_s283__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s283__tp_0__age_-5.78.vtk', 283, 283, 283, 283, 283, 283, 283, 283, 283]",9.0,train,0.08203588513600013
2840,2840,-2.283707,0.940817,-1.39,images/SimulatedData__Reconstruction__starman__subject_s284__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",0.0,train,0.8408147386190002
2841,2841,-2.283707,0.940817,-0.33,images/SimulatedData__Reconstruction__starman__subject_s284__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",1.0,train,1.838080758619
2842,2842,-2.283707,0.940817,0.72,images/SimulatedData__Reconstruction__starman__subject_s284__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",2.0,train,2.8259386086190004
2843,2843,-2.283707,0.940817,1.78,images/SimulatedData__Reconstruction__starman__subject_s284__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",3.0,train,3.823204628619
2844,2844,-2.283707,0.940817,2.83,images/SimulatedData__Reconstruction__starman__subject_s284__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",4.0,train,4.811062478619
2845,2845,-2.283707,0.940817,3.89,images/SimulatedData__Reconstruction__starman__subject_s284__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",5.0,train,5.808328498619001
2846,2846,-2.283707,0.940817,4.95,images/SimulatedData__Reconstruction__starman__subject_s284__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",6.0,train,6.805594518619001
2847,2847,-2.283707,0.940817,6.0,images/SimulatedData__Reconstruction__starman__subject_s284__tp_7.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",7.0,train,7.793452368619
2848,2848,-2.283707,0.940817,7.06,images/SimulatedData__Reconstruction__starman__subject_s284__tp_8.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",8.0,train,8.790718388619
2849,2849,-2.283707,0.940817,8.11,images/SimulatedData__Reconstruction__starman__subject_s284__tp_9.npy,"['SimulatedData__Reconstruction__starman__subject_s284__tp_0__age_-1.39.vtk', 284, 284, 284, 284, 284, 284, 284, 284, 284]",9.0,train,9.778576238619
2850,2850,1.7983939999999998,0.822517,-6.3,images/SimulatedData__Reconstruction__starman__subject_s285__tp_0.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",0.0,train,-6.6610667376979995
2851,2851,1.7983939999999998,0.822517,-5.1,images/SimulatedData__Reconstruction__starman__subject_s285__tp_1.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",1.0,train,-5.674046337698
2852,2852,1.7983939999999998,0.822517,-3.9,images/SimulatedData__Reconstruction__starman__subject_s285__tp_2.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",2.0,train,-4.6870259376979995
2853,2853,1.7983939999999998,0.822517,-2.71,images/SimulatedData__Reconstruction__starman__subject_s285__tp_3.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",3.0,train,-3.708230707698
2854,2854,1.7983939999999998,0.822517,-1.51,images/SimulatedData__Reconstruction__starman__subject_s285__tp_4.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",4.0,train,-2.721210307698
2855,2855,1.7983939999999998,0.822517,-0.31,images/SimulatedData__Reconstruction__starman__subject_s285__tp_5.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",5.0,train,-1.7341899076979999
2856,2856,1.7983939999999998,0.822517,0.89,images/SimulatedData__Reconstruction__starman__subject_s285__tp_6.npy,"['SimulatedData__Reconstruction__starman__subject_s285__tp_0__age_-6.30.vtk', 285, 285, 285, 285, 285, 285, 285, 285, 285]",6.0,train,-0.747169507698
